Surname,Name,Middle_name,Type,"Количество доставок"
Горбунов,Кондрат,Фёдорович,АИ-80,705
Горбунов,Кондрат,Фёдорович,АИ-92,533
Горбунов,Кондрат,Фёдорович,АИ-95,797
Горбунов,Кондрат,Фёдорович,АИ-98,589
Горбунов,Кондрат,Фёдорович,"Биодизельное топливо",639
Горбунов,Кондрат,Фёдорович,"Дизельное топливо",580
Горбунов,Кондрат,Фёдорович,Керосин,563
Самсонов,Фока,Игнатович,АИ-100,643
Самсонов,Фока,Игнатович,АИ-101,435
Самсонов,Фока,Игнатович,АИ-102,818
Самсонов,Фока,Игнатович,АИ-80,475
Самсонов,Фока,Игнатович,АИ-92,456
Самсонов,Фока,Игнатович,АИ-95,693
Самсонов,Фока,Игнатович,АИ-98,513
Самсонов,Фока,Игнатович,"Биодизельное топливо",652
Самсонов,Фока,Игнатович,"Дизельное топливо",725
Самсонов,Фока,Игнатович,Керосин,418
Корнилов,Афиноген,Филиппович,АИ-100,429
Корнилов,Афиноген,Филиппович,АИ-101,569
Корнилов,Афиноген,Филиппович,АИ-102,497
Корнилов,Афиноген,Филиппович,АИ-80,323
Корнилов,Афиноген,Филиппович,АИ-92,230
Корнилов,Афиноген,Филиппович,АИ-95,509
Корнилов,Афиноген,Филиппович,АИ-98,387
Корнилов,Афиноген,Филиппович,"Биодизельное топливо",443
Корнилов,Афиноген,Филиппович,"Дизельное топливо",665
Корнилов,Афиноген,Филиппович,Керосин,317
Наумов,Валентин,Феофанович,АИ-100,806
Наумов,Валентин,Феофанович,АИ-101,530
Наумов,Валентин,Феофанович,АИ-102,652
Наумов,Валентин,Феофанович,АИ-80,436
Наумов,Валентин,Феофанович,АИ-92,375
Наумов,Валентин,Феофанович,АИ-95,456
Наумов,Валентин,Феофанович,АИ-98,266
Наумов,Валентин,Феофанович,"Биодизельное топливо",252
Наумов,Валентин,Феофанович,"Дизельное топливо",545
Наумов,Валентин,Феофанович,Керосин,189
Комиссаров,Иосиф,Германович,АИ-100,704
Комиссаров,Иосиф,Германович,АИ-101,488
Комиссаров,Иосиф,Германович,АИ-102,549
Комиссаров,Иосиф,Германович,АИ-80,429
Комиссаров,Иосиф,Германович,АИ-92,305
Комиссаров,Иосиф,Германович,АИ-95,410
Комиссаров,Иосиф,Германович,АИ-98,497
Комиссаров,Иосиф,Германович,"Биодизельное топливо",682
Комиссаров,Иосиф,Германович,"Дизельное топливо",655
Комиссаров,Иосиф,Германович,Керосин,444
Чернов,Милий,Фёдорович,АИ-100,506
Чернов,Милий,Фёдорович,АИ-101,385
Чернов,Милий,Фёдорович,АИ-102,654
Чернов,Милий,Фёдорович,АИ-80,804
Чернов,Милий,Фёдорович,АИ-92,597
Чернов,Милий,Фёдорович,АИ-95,509
Чернов,Милий,Фёдорович,АИ-98,443
Чернов,Милий,Фёдорович,"Биодизельное топливо",554
Чернов,Милий,Фёдорович,"Дизельное топливо",449
Чернов,Милий,Фёдорович,Керосин,463
Орлов,Фадей,Арсеньевич,АИ-100,448
Орлов,Фадей,Арсеньевич,АИ-101,301
Орлов,Фадей,Арсеньевич,АИ-102,532
Орлов,Фадей,Арсеньевич,АИ-80,569
Орлов,Фадей,Арсеньевич,АИ-92,470
Орлов,Фадей,Арсеньевич,АИ-95,470
Орлов,Фадей,Арсеньевич,АИ-98,333
Орлов,Фадей,Арсеньевич,"Биодизельное топливо",314
Орлов,Фадей,Арсеньевич,"Дизельное топливо",515
Орлов,Фадей,Арсеньевич,Керосин,437
Носов,Лев,Богданович,АИ-100,501
Носов,Лев,Богданович,АИ-101,306
Носов,Лев,Богданович,АИ-102,335
Носов,Лев,Богданович,АИ-80,371
Носов,Лев,Богданович,АИ-92,312
Носов,Лев,Богданович,АИ-95,194
Носов,Лев,Богданович,АИ-98,449
Носов,Лев,Богданович,"Биодизельное топливо",367
Носов,Лев,Богданович,"Дизельное топливо",542
Носов,Лев,Богданович,Керосин,436
Алексеев,Фрол,Тихонович,АИ-100,436
Алексеев,Фрол,Тихонович,АИ-101,364
Алексеев,Фрол,Тихонович,АИ-102,484
Алексеев,Фрол,Тихонович,АИ-80,764
Алексеев,Фрол,Тихонович,АИ-92,338
Алексеев,Фрол,Тихонович,АИ-95,574
Алексеев,Фрол,Тихонович,АИ-98,558
Алексеев,Фрол,Тихонович,"Биодизельное топливо",700
Алексеев,Фрол,Тихонович,"Дизельное топливо",533
Алексеев,Фрол,Тихонович,Керосин,495
Владимиров,Бронислав,Трифонович,АИ-100,482
Владимиров,Бронислав,Трифонович,АИ-101,272
Владимиров,Бронислав,Трифонович,АИ-102,405
Владимиров,Бронислав,Трифонович,АИ-80,613
Владимиров,Бронислав,Трифонович,АИ-92,365
Владимиров,Бронислав,Трифонович,АИ-95,395
Владимиров,Бронислав,Трифонович,АИ-98,310
Владимиров,Бронислав,Трифонович,"Биодизельное топливо",203
Владимиров,Бронислав,Трифонович,"Дизельное топливо",513
Владимиров,Бронислав,Трифонович,Керосин,551
Сысоев,Григорий,Всеволодович,АИ-100,509
Сысоев,Григорий,Всеволодович,АИ-101,360
Сысоев,Григорий,Всеволодович,АИ-102,589
Сысоев,Григорий,Всеволодович,АИ-80,369
Сысоев,Григорий,Всеволодович,АИ-92,280
Сысоев,Григорий,Всеволодович,АИ-95,500
Сысоев,Григорий,Всеволодович,АИ-98,314
Сысоев,Григорий,Всеволодович,"Биодизельное топливо",564
Сысоев,Григорий,Всеволодович,"Дизельное топливо",549
Сысоев,Григорий,Всеволодович,Керосин,355
Комаров,Семен,Игнатович,АИ-100,578
Комаров,Семен,Игнатович,АИ-101,754
Комаров,Семен,Игнатович,АИ-102,829
Комаров,Семен,Игнатович,АИ-80,629
Комаров,Семен,Игнатович,АИ-92,402
Комаров,Семен,Игнатович,АИ-95,638
Комаров,Семен,Игнатович,АИ-98,434
Комаров,Семен,Игнатович,"Биодизельное топливо",641
Комаров,Семен,Игнатович,"Дизельное топливо",703
Комаров,Семен,Игнатович,Керосин,753
Дроздов,Александр,Аксёнович,АИ-100,852
Дроздов,Александр,Аксёнович,АИ-101,534
Дроздов,Александр,Аксёнович,АИ-102,596
Дроздов,Александр,Аксёнович,АИ-80,679
Дроздов,Александр,Аксёнович,АИ-92,534
Дроздов,Александр,Аксёнович,АИ-95,515
Дроздов,Александр,Аксёнович,АИ-98,637
Дроздов,Александр,Аксёнович,"Биодизельное топливо",535
Дроздов,Александр,Аксёнович,"Дизельное топливо",869
Дроздов,Александр,Аксёнович,Керосин,489
Алексеев,Мартьян,Ааронович,АИ-100,439
Алексеев,Мартьян,Ааронович,АИ-101,244
Алексеев,Мартьян,Ааронович,АИ-102,511
Алексеев,Мартьян,Ааронович,АИ-80,498
Алексеев,Мартьян,Ааронович,АИ-92,501
Алексеев,Мартьян,Ааронович,АИ-95,714
Алексеев,Мартьян,Ааронович,АИ-98,294
Алексеев,Мартьян,Ааронович,"Биодизельное топливо",433
Алексеев,Мартьян,Ааронович,"Дизельное топливо",643
Алексеев,Мартьян,Ааронович,Керосин,403
Кулаков,Прокл,Жоресович,АИ-100,456
Кулаков,Прокл,Жоресович,АИ-101,196
Кулаков,Прокл,Жоресович,АИ-102,531
Кулаков,Прокл,Жоресович,АИ-80,309
Кулаков,Прокл,Жоресович,АИ-92,224
Кулаков,Прокл,Жоресович,АИ-95,389
Кулаков,Прокл,Жоресович,АИ-98,514
Кулаков,Прокл,Жоресович,"Биодизельное топливо",242
Кулаков,Прокл,Жоресович,"Дизельное топливо",376
Кулаков,Прокл,Жоресович,Керосин,115
Владимиров,Геннадий,Афанасьевич,АИ-100,269
Владимиров,Геннадий,Афанасьевич,АИ-101,506
Владимиров,Геннадий,Афанасьевич,АИ-102,398
Владимиров,Геннадий,Афанасьевич,АИ-80,401
Владимиров,Геннадий,Афанасьевич,АИ-92,245
Владимиров,Геннадий,Афанасьевич,АИ-95,253
Владимиров,Геннадий,Афанасьевич,АИ-98,243
Владимиров,Геннадий,Афанасьевич,"Биодизельное топливо",272
Владимиров,Геннадий,Афанасьевич,"Дизельное топливо",301
Владимиров,Геннадий,Афанасьевич,Керосин,448
Дроздов,Твердислав,Эдгардович,АИ-100,524
Дроздов,Твердислав,Эдгардович,АИ-101,377
Дроздов,Твердислав,Эдгардович,АИ-102,357
Дроздов,Твердислав,Эдгардович,АИ-80,449
Дроздов,Твердислав,Эдгардович,АИ-92,483
Дроздов,Твердислав,Эдгардович,АИ-95,521
Дроздов,Твердислав,Эдгардович,АИ-98,408
Дроздов,Твердислав,Эдгардович,"Биодизельное топливо",451
Дроздов,Твердислав,Эдгардович,"Дизельное топливо",569
Дроздов,Твердислав,Эдгардович,Керосин,334
Комаров,Ростислав,Бенедиктович,АИ-100,695
Комаров,Ростислав,Бенедиктович,АИ-101,553
Комаров,Ростислав,Бенедиктович,АИ-102,560
Комаров,Ростислав,Бенедиктович,АИ-80,704
Комаров,Ростислав,Бенедиктович,АИ-92,690
Комаров,Ростислав,Бенедиктович,АИ-95,446
Комаров,Ростислав,Бенедиктович,АИ-98,871
Комаров,Ростислав,Бенедиктович,"Биодизельное топливо",798
Комаров,Ростислав,Бенедиктович,"Дизельное топливо",571
Комаров,Ростислав,Бенедиктович,Керосин,231
Носов,Станислав,Дорофеевич,АИ-100,515
Носов,Станислав,Дорофеевич,АИ-101,471
Носов,Станислав,Дорофеевич,АИ-102,464
Носов,Станислав,Дорофеевич,АИ-80,290
Носов,Станислав,Дорофеевич,АИ-92,462
Носов,Станислав,Дорофеевич,АИ-95,556
Носов,Станислав,Дорофеевич,АИ-98,141
Носов,Станислав,Дорофеевич,"Биодизельное топливо",421
Носов,Станислав,Дорофеевич,"Дизельное топливо",502
Носов,Станислав,Дорофеевич,Керосин,631
Колобов,Онуфрий,Зиновьевич,АИ-100,209
Колобов,Онуфрий,Зиновьевич,АИ-101,376
Колобов,Онуфрий,Зиновьевич,АИ-102,250
Колобов,Онуфрий,Зиновьевич,АИ-80,373
Колобов,Онуфрий,Зиновьевич,АИ-92,298
Колобов,Онуфрий,Зиновьевич,АИ-95,260
Колобов,Онуфрий,Зиновьевич,АИ-98,124
Колобов,Онуфрий,Зиновьевич,"Биодизельное топливо",352
Колобов,Онуфрий,Зиновьевич,"Дизельное топливо",257
Колобов,Онуфрий,Зиновьевич,Керосин,495
Орлов,Чеслав,Борисович,АИ-100,354
Орлов,Чеслав,Борисович,АИ-101,667
Орлов,Чеслав,Борисович,АИ-102,750
Орлов,Чеслав,Борисович,АИ-80,808
Орлов,Чеслав,Борисович,АИ-92,696
Орлов,Чеслав,Борисович,АИ-95,674
Орлов,Чеслав,Борисович,АИ-98,769
Орлов,Чеслав,Борисович,"Биодизельное топливо",535
Орлов,Чеслав,Борисович,"Дизельное топливо",559
Орлов,Чеслав,Борисович,Керосин,755
Наумов,Потап,Елизарович,АИ-100,373
Наумов,Потап,Елизарович,АИ-101,413
Наумов,Потап,Елизарович,АИ-102,393
Наумов,Потап,Елизарович,АИ-80,246
Наумов,Потап,Елизарович,АИ-92,485
Наумов,Потап,Елизарович,АИ-95,394
Наумов,Потап,Елизарович,АИ-98,374
Наумов,Потап,Елизарович,"Биодизельное топливо",497
Наумов,Потап,Елизарович,"Дизельное топливо",356
Наумов,Потап,Елизарович,Керосин,425
Сорокин,Станимир,Ефстафьевич,АИ-100,190
Сорокин,Станимир,Ефстафьевич,АИ-101,301
Сорокин,Станимир,Ефстафьевич,АИ-102,256
Сорокин,Станимир,Ефстафьевич,АИ-80,291
Сорокин,Станимир,Ефстафьевич,АИ-92,169
Сорокин,Станимир,Ефстафьевич,АИ-95,266
Сорокин,Станимир,Ефстафьевич,АИ-98,293
Сорокин,Станимир,Ефстафьевич,"Биодизельное топливо",316
Сорокин,Станимир,Ефстафьевич,"Дизельное топливо",241
Сорокин,Станимир,Ефстафьевич,Керосин,255
Новиков,Андрей,Гаврилович,АИ-100,200
Новиков,Андрей,Гаврилович,АИ-101,421
Новиков,Андрей,Гаврилович,АИ-102,566
Новиков,Андрей,Гаврилович,АИ-80,305
Новиков,Андрей,Гаврилович,АИ-92,613
Новиков,Андрей,Гаврилович,АИ-95,604
Новиков,Андрей,Гаврилович,АИ-98,486
Новиков,Андрей,Гаврилович,"Биодизельное топливо",457
Новиков,Андрей,Гаврилович,"Дизельное топливо",303
Новиков,Андрей,Гаврилович,Керосин,672
Лазарев,Валерьян,Гертрудович,АИ-100,697
Лазарев,Валерьян,Гертрудович,АИ-101,831
Лазарев,Валерьян,Гертрудович,АИ-102,379
Лазарев,Валерьян,Гертрудович,АИ-80,598
Лазарев,Валерьян,Гертрудович,АИ-92,943
Лазарев,Валерьян,Гертрудович,АИ-95,773
Лазарев,Валерьян,Гертрудович,АИ-98,585
Лазарев,Валерьян,Гертрудович,"Биодизельное топливо",558
Лазарев,Валерьян,Гертрудович,"Дизельное топливо",636
Лазарев,Валерьян,Гертрудович,Керосин,658
Титов,Никон,Устинович,АИ-100,444
Титов,Никон,Устинович,АИ-101,331
Титов,Никон,Устинович,АИ-102,557
Титов,Никон,Устинович,АИ-80,789
Титов,Никон,Устинович,АИ-92,591
Титов,Никон,Устинович,АИ-95,632
Титов,Никон,Устинович,АИ-98,587
Титов,Никон,Устинович,"Биодизельное топливо",610
Титов,Никон,Устинович,"Дизельное топливо",755
Титов,Никон,Устинович,Керосин,545
Яковлев,Елисей,Иларионович,АИ-100,499
Яковлев,Елисей,Иларионович,АИ-101,669
Яковлев,Елисей,Иларионович,АИ-102,616
Яковлев,Елисей,Иларионович,АИ-80,397
Яковлев,Елисей,Иларионович,АИ-92,395
Яковлев,Елисей,Иларионович,АИ-95,454
Яковлев,Елисей,Иларионович,АИ-98,431
Яковлев,Елисей,Иларионович,"Биодизельное топливо",414
Яковлев,Елисей,Иларионович,"Дизельное топливо",435
Яковлев,Елисей,Иларионович,Керосин,576
Орехов,Святослав,Валерианович,АИ-100,227
Орехов,Святослав,Валерианович,АИ-101,370
Орехов,Святослав,Валерианович,АИ-102,466
Орехов,Святослав,Валерианович,АИ-80,381
Орехов,Святослав,Валерианович,АИ-92,540
Орехов,Святослав,Валерианович,АИ-95,426
Орехов,Святослав,Валерианович,АИ-98,460
Орехов,Святослав,Валерианович,"Биодизельное топливо",502
Орехов,Святослав,Валерианович,"Дизельное топливо",201
Орехов,Святослав,Валерианович,Керосин,308
Исаев,Владислав,Иларионович,АИ-100,333
Исаев,Владислав,Иларионович,АИ-101,508
Исаев,Владислав,Иларионович,АИ-102,500
Исаев,Владислав,Иларионович,АИ-80,319
Исаев,Владислав,Иларионович,АИ-92,251
Исаев,Владислав,Иларионович,АИ-95,194
Исаев,Владислав,Иларионович,АИ-98,424
Исаев,Владислав,Иларионович,"Биодизельное топливо",358
Исаев,Владислав,Иларионович,"Дизельное топливо",325
Исаев,Владислав,Иларионович,Керосин,46
Попов,Герасим,Ефстафьевич,АИ-100,542
Попов,Герасим,Ефстафьевич,АИ-101,415
Попов,Герасим,Ефстафьевич,АИ-102,656
Попов,Герасим,Ефстафьевич,АИ-80,439
Попов,Герасим,Ефстафьевич,АИ-92,435
Попов,Герасим,Ефстафьевич,АИ-95,607
Попов,Герасим,Ефстафьевич,АИ-98,662
Попов,Герасим,Ефстафьевич,"Биодизельное топливо",740
Попов,Герасим,Ефстафьевич,"Дизельное топливо",547
Попов,Герасим,Ефстафьевич,Керосин,843
Русаков,Никанор,Викторович,АИ-100,627
Русаков,Никанор,Викторович,АИ-101,420
Русаков,Никанор,Викторович,АИ-102,257
Русаков,Никанор,Викторович,АИ-80,547
Русаков,Никанор,Викторович,АИ-92,578
Русаков,Никанор,Викторович,АИ-95,409
Русаков,Никанор,Викторович,АИ-98,581
Русаков,Никанор,Викторович,"Биодизельное топливо",420
Русаков,Никанор,Викторович,"Дизельное топливо",487
Русаков,Никанор,Викторович,Керосин,761
Мельников,Адриан,Филимонович,АИ-100,560
Мельников,Адриан,Филимонович,АИ-101,559
Мельников,Адриан,Филимонович,АИ-102,665
Мельников,Адриан,Филимонович,АИ-80,844
Мельников,Адриан,Филимонович,АИ-92,658
Мельников,Адриан,Филимонович,АИ-95,724
Мельников,Адриан,Филимонович,АИ-98,487
Мельников,Адриан,Филимонович,"Биодизельное топливо",574
Мельников,Адриан,Филимонович,"Дизельное топливо",840
Мельников,Адриан,Филимонович,Керосин,462
Фомичев,Ростислав,Евсеевич,АИ-100,443
Фомичев,Ростислав,Евсеевич,АИ-101,173
Фомичев,Ростислав,Евсеевич,АИ-102,257
Фомичев,Ростислав,Евсеевич,АИ-80,555
Фомичев,Ростислав,Евсеевич,АИ-92,191
Фомичев,Ростислав,Евсеевич,АИ-95,130
Фомичев,Ростислав,Евсеевич,АИ-98,302
Фомичев,Ростислав,Евсеевич,"Биодизельное топливо",554
Фомичев,Ростислав,Евсеевич,"Дизельное топливо",437
Фомичев,Ростислав,Евсеевич,Керосин,267
Федосеев,Елизар,Адрианович,АИ-100,427
Федосеев,Елизар,Адрианович,АИ-101,376
Федосеев,Елизар,Адрианович,АИ-102,365
Федосеев,Елизар,Адрианович,АИ-80,471
Федосеев,Елизар,Адрианович,АИ-92,477
Федосеев,Елизар,Адрианович,АИ-95,307
Федосеев,Елизар,Адрианович,АИ-98,599
Федосеев,Елизар,Адрианович,"Биодизельное топливо",461
Федосеев,Елизар,Адрианович,"Дизельное топливо",635
Федосеев,Елизар,Адрианович,Керосин,403
Мартынов,Мокей,Бенедиктович,АИ-100,462
Мартынов,Мокей,Бенедиктович,АИ-101,251
Мартынов,Мокей,Бенедиктович,АИ-102,538
Мартынов,Мокей,Бенедиктович,АИ-80,462
Мартынов,Мокей,Бенедиктович,АИ-92,517
Мартынов,Мокей,Бенедиктович,АИ-95,342
Мартынов,Мокей,Бенедиктович,АИ-98,347
Мартынов,Мокей,Бенедиктович,"Биодизельное топливо",602
Мартынов,Мокей,Бенедиктович,"Дизельное топливо",628
Мартынов,Мокей,Бенедиктович,Керосин,534
Фадеев,Василий,Измаилович,АИ-100,283
Фадеев,Василий,Измаилович,АИ-101,558
Фадеев,Василий,Измаилович,АИ-102,481
Фадеев,Василий,Измаилович,АИ-80,628
Фадеев,Василий,Измаилович,АИ-92,300
Фадеев,Василий,Измаилович,АИ-95,589
Фадеев,Василий,Измаилович,АИ-98,610
Фадеев,Василий,Измаилович,"Биодизельное топливо",525
Фадеев,Василий,Измаилович,"Дизельное топливо",434
Фадеев,Василий,Измаилович,Керосин,358
Орехов,Тимофей,Анатольевич,АИ-100,611
Орехов,Тимофей,Анатольевич,АИ-101,600
Орехов,Тимофей,Анатольевич,АИ-102,453
Орехов,Тимофей,Анатольевич,АИ-80,721
Орехов,Тимофей,Анатольевич,АИ-92,200
Орехов,Тимофей,Анатольевич,АИ-95,435
Орехов,Тимофей,Анатольевич,АИ-98,480
Орехов,Тимофей,Анатольевич,"Биодизельное топливо",434
Орехов,Тимофей,Анатольевич,"Дизельное топливо",417
Орехов,Тимофей,Анатольевич,Керосин,482
Дементьев,Мефодий,Харлампьевич,АИ-100,376
Дементьев,Мефодий,Харлампьевич,АИ-101,520
Дементьев,Мефодий,Харлампьевич,АИ-102,371
Дементьев,Мефодий,Харлампьевич,АИ-80,296
Дементьев,Мефодий,Харлампьевич,АИ-92,690
Дементьев,Мефодий,Харлампьевич,АИ-95,162
Дементьев,Мефодий,Харлампьевич,АИ-98,665
Дементьев,Мефодий,Харлампьевич,"Биодизельное топливо",524
Дементьев,Мефодий,Харлампьевич,"Дизельное топливо",459
Дементьев,Мефодий,Харлампьевич,Керосин,638
Игнатов,Всеслав,Августович,АИ-100,447
Игнатов,Всеслав,Августович,АИ-101,427
Игнатов,Всеслав,Августович,АИ-102,532
Игнатов,Всеслав,Августович,АИ-80,322
Игнатов,Всеслав,Августович,АИ-92,633
Игнатов,Всеслав,Августович,АИ-95,568
Игнатов,Всеслав,Августович,АИ-98,486
Игнатов,Всеслав,Августович,"Биодизельное топливо",522
Игнатов,Всеслав,Августович,"Дизельное топливо",685
Игнатов,Всеслав,Августович,Керосин,580
Прохоров,Измаил,Устинович,АИ-100,394
Прохоров,Измаил,Устинович,АИ-101,484
Прохоров,Измаил,Устинович,АИ-102,450
Прохоров,Измаил,Устинович,АИ-80,423
Прохоров,Измаил,Устинович,АИ-92,553
Прохоров,Измаил,Устинович,АИ-95,466
Прохоров,Измаил,Устинович,АИ-98,318
Прохоров,Измаил,Устинович,"Биодизельное топливо",250
Прохоров,Измаил,Устинович,"Дизельное топливо",594
Прохоров,Измаил,Устинович,Керосин,360
Фомичев,Богдан,Ильясович,АИ-100,325
Фомичев,Богдан,Ильясович,АИ-101,322
Фомичев,Богдан,Ильясович,АИ-102,364
Фомичев,Богдан,Ильясович,АИ-80,399
Фомичев,Богдан,Ильясович,АИ-92,188
Фомичев,Богдан,Ильясович,АИ-95,305
Фомичев,Богдан,Ильясович,АИ-98,477
Фомичев,Богдан,Ильясович,"Биодизельное топливо",523
Фомичев,Богдан,Ильясович,"Дизельное топливо",371
Фомичев,Богдан,Ильясович,Керосин,645
Алексеев,Потап,Валерьевич,АИ-100,468
Алексеев,Потап,Валерьевич,АИ-101,374
Алексеев,Потап,Валерьевич,АИ-102,329
Алексеев,Потап,Валерьевич,АИ-80,533
Алексеев,Потап,Валерьевич,АИ-92,253
Алексеев,Потап,Валерьевич,АИ-95,364
Алексеев,Потап,Валерьевич,АИ-98,322
Алексеев,Потап,Валерьевич,"Биодизельное топливо",248
Алексеев,Потап,Валерьевич,"Дизельное топливо",313
Алексеев,Потап,Валерьевич,Керосин,620
Исаков,Вацлав,Богданович,АИ-100,450
Исаков,Вацлав,Богданович,АИ-101,470
Исаков,Вацлав,Богданович,АИ-102,465
Исаков,Вацлав,Богданович,АИ-80,259
Исаков,Вацлав,Богданович,АИ-92,318
Исаков,Вацлав,Богданович,АИ-95,263
Исаков,Вацлав,Богданович,АИ-98,444
Исаков,Вацлав,Богданович,"Биодизельное топливо",427
Исаков,Вацлав,Богданович,"Дизельное топливо",269
Исаков,Вацлав,Богданович,Керосин,563
Крюков,Иларион,Юльевич,АИ-100,326
Крюков,Иларион,Юльевич,АИ-101,492
Крюков,Иларион,Юльевич,АИ-102,246
Крюков,Иларион,Юльевич,АИ-80,704
Крюков,Иларион,Юльевич,АИ-92,497
Крюков,Иларион,Юльевич,АИ-95,517
Крюков,Иларион,Юльевич,АИ-98,306
Крюков,Иларион,Юльевич,"Биодизельное топливо",483
Крюков,Иларион,Юльевич,"Дизельное топливо",481
Крюков,Иларион,Юльевич,Керосин,538
Ефремов,Амос,Ермолаевич,АИ-100,191
Ефремов,Амос,Ермолаевич,АИ-101,595
Ефремов,Амос,Ермолаевич,АИ-102,563
Ефремов,Амос,Ермолаевич,АИ-80,377
Ефремов,Амос,Ермолаевич,АИ-92,423
Ефремов,Амос,Ермолаевич,АИ-95,292
Ефремов,Амос,Ермолаевич,АИ-98,505
Ефремов,Амос,Ермолаевич,"Биодизельное топливо",436
Ефремов,Амос,Ермолаевич,"Дизельное топливо",561
Ефремов,Амос,Ермолаевич,Керосин,664
Панов,Леонтий,Венедиктович,АИ-100,355
Панов,Леонтий,Венедиктович,АИ-101,506
Панов,Леонтий,Венедиктович,АИ-102,375
Панов,Леонтий,Венедиктович,АИ-80,443
Панов,Леонтий,Венедиктович,АИ-92,409
Панов,Леонтий,Венедиктович,АИ-95,578
Панов,Леонтий,Венедиктович,АИ-98,436
Панов,Леонтий,Венедиктович,"Биодизельное топливо",598
Панов,Леонтий,Венедиктович,"Дизельное топливо",454
Панов,Леонтий,Венедиктович,Керосин,648
Дорофеев,Будимир,Августович,АИ-100,609
Дорофеев,Будимир,Августович,АИ-101,495
Дорофеев,Будимир,Августович,АИ-102,502
Дорофеев,Будимир,Августович,АИ-80,525
Дорофеев,Будимир,Августович,АИ-92,546
Дорофеев,Будимир,Августович,АИ-95,299
Дорофеев,Будимир,Августович,АИ-98,571
Дорофеев,Будимир,Августович,"Биодизельное топливо",575
Дорофеев,Будимир,Августович,"Дизельное топливо",651
Дорофеев,Будимир,Августович,Керосин,540
Романов,Никанор,Адамович,АИ-100,245
Романов,Никанор,Адамович,АИ-101,316
Романов,Никанор,Адамович,АИ-102,321
Романов,Никанор,Адамович,АИ-80,537
Романов,Никанор,Адамович,АИ-92,308
Романов,Никанор,Адамович,АИ-95,348
Романов,Никанор,Адамович,АИ-98,323
Романов,Никанор,Адамович,"Биодизельное топливо",244
Романов,Никанор,Адамович,"Дизельное топливо",333
Романов,Никанор,Адамович,Керосин,365
Никифоров,Викентий,Филимонович,АИ-100,550
Никифоров,Викентий,Филимонович,АИ-101,495
Никифоров,Викентий,Филимонович,АИ-102,611
Никифоров,Викентий,Филимонович,АИ-80,566
Никифоров,Викентий,Филимонович,АИ-92,421
Никифоров,Викентий,Филимонович,АИ-95,481
Никифоров,Викентий,Филимонович,АИ-98,637
Никифоров,Викентий,Филимонович,"Биодизельное топливо",508
Никифоров,Викентий,Филимонович,"Дизельное топливо",717
Никифоров,Викентий,Филимонович,Керосин,615
Белоусов,Любосмысл,Артемьевич,АИ-100,756
Белоусов,Любосмысл,Артемьевич,АИ-101,605
Белоусов,Любосмысл,Артемьевич,АИ-102,954
Белоусов,Любосмысл,Артемьевич,АИ-80,680
Белоусов,Любосмысл,Артемьевич,АИ-92,523
Белоусов,Любосмысл,Артемьевич,АИ-95,435
Белоусов,Любосмысл,Артемьевич,АИ-98,548
Белоусов,Любосмысл,Артемьевич,"Биодизельное топливо",777
Белоусов,Любосмысл,Артемьевич,"Дизельное топливо",564
Белоусов,Любосмысл,Артемьевич,Керосин,500
Силин,Амвросий,Еремеевич,АИ-100,577
Силин,Амвросий,Еремеевич,АИ-101,643
Силин,Амвросий,Еремеевич,АИ-102,343
Силин,Амвросий,Еремеевич,АИ-80,476
Силин,Амвросий,Еремеевич,АИ-92,547
Силин,Амвросий,Еремеевич,АИ-95,675
Силин,Амвросий,Еремеевич,АИ-98,698
Силин,Амвросий,Еремеевич,"Биодизельное топливо",386
Силин,Амвросий,Еремеевич,"Дизельное топливо",456
Силин,Амвросий,Еремеевич,Керосин,507
Давыдов,Творимир,Глебович,АИ-100,252
Давыдов,Творимир,Глебович,АИ-101,575
Давыдов,Творимир,Глебович,АИ-102,586
Давыдов,Творимир,Глебович,АИ-80,298
Давыдов,Творимир,Глебович,АИ-92,487
Давыдов,Творимир,Глебович,АИ-95,503
Давыдов,Творимир,Глебович,АИ-98,494
Давыдов,Творимир,Глебович,"Биодизельное топливо",602
Давыдов,Творимир,Глебович,"Дизельное топливо",541
Давыдов,Творимир,Глебович,Керосин,409
Карпов,Аристарх,Демьянович,АИ-100,500
Карпов,Аристарх,Демьянович,АИ-101,600
Карпов,Аристарх,Демьянович,АИ-102,431
Карпов,Аристарх,Демьянович,АИ-80,361
Карпов,Аристарх,Демьянович,АИ-92,835
Карпов,Аристарх,Демьянович,АИ-95,464
Карпов,Аристарх,Демьянович,АИ-98,817
Карпов,Аристарх,Демьянович,"Биодизельное топливо",740
Карпов,Аристарх,Демьянович,"Дизельное топливо",684
Карпов,Аристарх,Демьянович,Керосин,406
Пономарев,Илья,Ермолаевич,АИ-100,627
Пономарев,Илья,Ермолаевич,АИ-101,187
Пономарев,Илья,Ермолаевич,АИ-102,345
Пономарев,Илья,Ермолаевич,АИ-80,260
Пономарев,Илья,Ермолаевич,АИ-92,329
Пономарев,Илья,Ермолаевич,АИ-95,489
Пономарев,Илья,Ермолаевич,АИ-98,421
Пономарев,Илья,Ермолаевич,"Биодизельное топливо",204
Пономарев,Илья,Ермолаевич,"Дизельное топливо",299
Пономарев,Илья,Ермолаевич,Керосин,568
Прохоров,Сергей,Артемьевич,АИ-100,463
Прохоров,Сергей,Артемьевич,АИ-101,470
